Kraj;Poradi;Kandidat;Jmeno1;Jmeno2;Titul1;Titul2;Titul3;Titul4;Titul5;Vek;Strana;Clen
Hl. m. Praha;34;Jarolím Jan Ing.;Jarolím;Jan;Ing.;;;;;67;ODS;ODS
Královéhradeckı;13;Jaroš Emil MUDr. Ph.D.;Jaroš;Emil;MUDr.;Ph.D.;;;;69;ODS;ODS
Libereckı;11;Jaroš Michal Ing.;Jaroš;Michal;Ing.;;;;;67;ODS;ODS
Jihoèeskı;22;Jedlièka Roman Mgr.;Jedlièka;Roman;Mgr.;;;;;61;ODS;ODS
Plzeòskı;4;Jilichová Nová Veronika MUDr. Ing.;Jilichová;Nová Veronika;MUDr.;Ing.;;;;37;ODS;ODS
Ústeckı;17;Jílková Irena MUDr.;Jílková;Irena;MUDr.;;;;;57;ODS;ODS
Hl. m. Praha;33;Jirásková Markéta MUDr.;Jirásková;Markéta;MUDr.;;;;;64;ODS;ODS
Vysoèina;14;Jirkù Stanislav;Jirkù;Stanislav;;;;;;61;ODS;ODS
Pardubickı;1;Jirout Radim Ing. MBA;Jirout;Radim;Ing.;MBA;;;;42;ODS;ODS
Jihomoravskı;15;Jurka Karel;Jurka;Karel;;;;;;40;ODS;ODS
Ústeckı;10;Jurštaková Dana;Jurštaková;Dana;;;;;;52;ODS;ODS
Ústeckı;5;Kalous Jiøí Bc.;Kalous;Jiøí;Bc.;;;;;37;ODS;ODS
Moravskoslezskı;16;Kaòa Radek Mgr.;Kaòa;Radek;Mgr.;;;;;34;ODS;ODS
Karlovarskı;10;Kandráè Michal;Kandráè;Michal;;;;;;50;ODS;ODS
Moravskoslezskı;12;Kantor Ivo Ing.;Kantor;Ivo;Ing.;;;;;54;ODS;ODS
Pardubickı;4;Karamazov Simeon prof. Ing. Dr.;Karamazov;Simeon;prof.;Ing.;Dr.;;;49;ODS;ODS
Pardubickı;16;Kašparová Jitka Bc.;Kašparová;Jitka;Bc.;;;;;24;ODS;ODS
Jihoèeskı;20;Klein Jaroslav;Klein;Jaroslav;;;;;;59;ODS;ODS
Jihomoravskı;11;Klíma Miroslav MUDr.;Klíma;Miroslav;MUDr.;;;;;39;ODS;ODS
Moravskoslezskı;23;Klímová Ivona PaedDr.;Klímová;Ivona;PaedDr.;;;;;54;ODS;ODS
Zlínskı;9;Knapková Vìra Ing. BA;Knapková;Vìra;Ing.;BA;;;;42;ODS;ODS
Hl. m. Praha;32;Kodetová Soòa;Kodetová;Soòa;;;;;;68;ODS;ODS
Hl. m. Praha;5;Kohoutová Lenka Bc.;Kohoutová;Lenka;Bc.;;;;;45;ODS;ODS
Moravskoslezskı;6;Kopeckı František Ing.;Kopeckı;František;Ing.;;;;;58;ODS;ODS
Pardubickı;17;Kopeckı Josef Mgr.;Kopeckı;Josef;Mgr.;;;;;33;ODS;ODS
Pardubickı;3;Kortyš Michal;Kortyš;Michal;;;;;;51;ODS;ODS
Hl. m. Praha;9;Kos Vojtìch Ing. MBA;Kos;Vojtìch;Ing.;MBA;;;;41;ODS;ODS
Hl. m. Praha;26;Košan Petr Ing.;Košan;Petr;Ing.;;;;;32;ODS;ODS
Jihomoravskı;24;Kotzian Robert Ing. Ph.D.;Kotzian;Robert;Ing.;Ph.D.;;;;39;ODS;ODS
Jihoèeskı;13;Kouøil Jan prof. Ing. Ph.D.;Kouøil;Jan;prof.;Ing.;Ph.D.;;;64;ODS;ODS
Hl. m. Praha;25;Kousalíková Marie Ing.;Kousalíková;Marie;Ing.;;;;;67;ODS;ODS
Moravskoslezskı;14;Kovaèíková Darina Mgr.;Kovaèíková;Darina;Mgr.;;;;;32;ODS;ODS
Jihomoravskı;23;Kovaøík Pavel Ing.;Kovaøík;Pavel;Ing.;;;;;33;ODS;ODS
Støedoèeskı;17;Král Jaroslav;Král;Jaroslav;;;;;;66;ODS;ODS
Jihomoravskı;31;Král Pavel;Král;Pavel;;;;;;47;ODS;ODS
Jihoèeskı;4;Král Václav Ing.;Král;Václav;Ing.;;;;;33;ODS;ODS
Karlovarskı;5;Král Zdenìk;Král;Zdenìk;;;;;;53;ODS;ODS
Olomouckı;20;Králík Radim;Králík;Radim;;;;;;44;ODS;ODS
Jihomoravskı;6;Krátkı Luboš Ing.;Krátkı;Luboš;Ing.;;;;;52;ODS;ODS
Jihomoravskı;9;Kraus Roman MUDr. MBA;Kraus;Roman;MUDr.;MBA;;;;57;ODS;ODS
Vysoèina;10;Krpálková Eva;Krpálková;Eva;;;;;;57;ODS;ODS
Pardubickı;2;Køivanová Magda PhDr.;Køivanová;Magda;PhDr.;;;;;48;ODS;ODS
Jihoèeskı;1;Kuba Martin MUDr.;Kuba;Martin;MUDr.;;;;;40;ODS;ODS
Plzeòskı;17;Kubìna Roman Ing. Bc.;Kubìna;Roman;Ing.;Bc.;;;;41;ODS;ODS
Pardubickı;15;Kubeš Jiøí Bc.;Kubeš;Jiøí;Bc.;;;;;36;ODS;ODS
Vysoèina;7;Kuèera Jiøí Mgr.;Kuèera;Jiøí;Mgr.;;;;;65;ODS;ODS
Plzeòskı;15;Kunešová Vilma;Kunešová;Vilma;;;;;;38;ODS;ODS
Støedoèeskı;7;Kupka Martin Mgr.;Kupka;Martin;Mgr.;;;;;37;ODS;ODS
Støedoèeskı;28;Kutík Ladislav;Kutík;Ladislav;;;;;;72;ODS;ODS
Ústeckı;23;Kutner Zdenìk;Kutner;Zdenìk;;;;;;53;ODS;ODS
Libereckı;15;Kynèlová Miroslava Ing.;Kynèlová;Miroslava;Ing.;;;;;54;ODS;ODS
Zlínskı;16;Kyrsch Marek Ing.;Kyrsch;Marek;Ing.;;;;;32;ODS;ODS
Støedoèeskı;30;Lang Petr Ing.;Lang;Petr;Ing.;;;;;48;ODS;ODS
Jihomoravskı;30;Lang Petr Mgr.;Lang;Petr;Mgr.;;;;;26;ODS;ODS
Ústeckı;18;Lédl Martin;Lédl;Martin;;;;;;38;ODS;ODS
Støedoèeskı;21;Lesák Libor;Lesák;Libor;;;;;;48;ODS;ODS
Karlovarskı;14;Linda Tomáš;Linda;Tomáš;;;;;;33;ODS;ODS
Královéhradeckı;7;Louda Pavel Ing.;Louda;Pavel;Ing.;;;;;54;ODS;ODS
Hl. m. Praha;19;Ludková Vladimíra Mgr.;Ludková;Vladimíra;Mgr.;;;;;34;ODS;ODS
Pardubickı;10;Máca Petr Mgr.;Máca;Petr;Mgr.;;;;;42;ODS;ODS
Zlínskı;12;Mach Antonín Mgr.A.;Mach;Antonín;MgA.;;;;;44;ODS;ODS
Støedoèeskı;15;Mach Petr Mgr.;Mach;Petr;Mgr.;;;;;27;ODS;ODS
Olomouckı;14;Majerová Zahradníková Zuzana;Majerová;Zahradníková Zuzana;;;;;;41;ODS;ODS
Královéhradeckı;6;Malijovská Bronislava Mgr.;Malijovská;Bronislava;Mgr.;;;;;56;ODS;ODS
Hl. m. Praha;31;Mallotová Helena Mgr.;Mallotová;Helena;Mgr.;;;;;69;ODS;ODS
Moravskoslezskı;33;Mandok Radomír;Mandok;Radomír;;;;;;48;ODS;ODS
Jihoèeskı;18;Mánek Jiøí Mgr.;Mánek;Jiøí;Mgr.;;;;;41;ODS;ODS
Pardubickı;11;Martinù Jaroslav;Martinù;Jaroslav;;;;;;54;ODS;ODS
Královéhradeckı;17;Matièka Jaroslav Ing.;Matièka;Jaroslav;Ing.;;;;;64;ODS;ODS
Olomouckı;21;Melzer Filip JUDr. LL.M., Ph.D.;Melzer;Filip;JUDr.;LL.M.;Ph.D.;;;38;ODS;ODS
Jihomoravskı;27;Mencl Václav Ing. arch.;Mencl;Václav;Ing.arch.;;;;;70;ODS;ODS
Hl. m. Praha;17;Menzelová Blanka Ing.;Menzelová;Blanka;Ing.;;;;;56;ODS;ODS
Jihoèeskı;8;Mikeš František JUDr.;Mikeš;František;JUDr.;;;;;67;ODS;ODS
Moravskoslezskı;26;Miklas Radim Mgr.;Miklas;Radim;Mgr.;;;;;41;ODS;ODS
Ústeckı;12;Miklošová Drahomíra;Miklošová;Drahomíra;;;;;;60;ODS;ODS
Královéhradeckı;20;Mojíš Libor Mgr.;Mojíš;Libor;Mgr.;;;;;45;ODS;ODS
Vysoèina;8;Mokøíš Jan MUDr.;Mokøíš;Jan;MUDr.;;;;;42;ODS;ODS
Královéhradeckı;18;Moravec Michal Bc.;Moravec;Michal;Bc.;;;;;40;ODS;ODS
Královéhradeckı;12;Moravec Pavel;Moravec;Pavel;;;;;;27;ODS;ODS
Plzeòskı;5;Mottl Petr Bc.;Mottl;Petr;Bc.;;;;;45;ODS;ODS
Libereckı;1;Moudrá Hana Mgr.;Moudrá;Hana;Mgr.;;;;;47;ODS;ODS
Plzeòskı;18;Mráz Jaroslav Ing.;Mráz;Jaroslav;Ing.;;;;;51;ODS;ODS
Vysoèina;17;Mûllerová Hana;Mûllerová;Hana;;;;;;60;ODS;ODS
Královéhradeckı;14;Muthsam Ivo Ing.;Muthsam;Ivo;Ing.;;;;;57;ODS;ODS
Vysoèina;4;Necid Radovan Ing.;Necid;Radovan;Ing.;;;;;46;ODS;ODS
Støedoèeskı;9;Nejdl Zdenìk Ing.;Nejdl;Zdenìk;Ing.;;;;;54;ODS;ODS
Hl. m. Praha;1;Nìmcová Miroslava;Nìmcová;Miroslava;;;;;;60;ODS;ODS
Libereckı;4;Nìmeèek Vít MUDr. MBA;Nìmeèek;Vít;MUDr.;MBA;;;;51;ODS;ODS
Vysoèina;20;Nevrkla Pavel Ing.;Nevrkla;Pavel;Ing.;;;;;32;ODS;ODS
Pardubickı;13;Novák David Ing.;Novák;David;Ing.;;;;;47;ODS;ODS
Ústeckı;22;Novák Jindøich Ing. MBA;Novák;Jindøich;Ing.;MBA;;;;39;ODS;ODS
Zlínskı;21;Nováková Dana Ing.;Nováková;Dana;Ing.;;;;;41;ODS;ODS
Moravskoslezskı;27;Nováková Martina Bc. DiS.;Nováková;Martina;Bc.;DiS.;;;;37;ODS;ODS
Olomouckı;1;Novotnı Martin;Novotnı;Martin;;;;;;41;ODS;ODS
Moravskoslezskı;5;Nowak Libor Ing.;Nowak;Libor;Ing.;;;;;55;ODS;ODS
Zlínskı;20;Ogrodníková Kvìtoslava;Ogrodníková;Kvìtoslava;;;;;;67;ODS;ODS
Zlínskı;10;Ondrová Irena PhDr.;Ondrová;Irena;PhDr.;;;;;64;ODS;ODS
Moravskoslezskı;11;Orság Hynek Ing.;Orság;Hynek;Ing.;;;;;46;ODS;ODS
Olomouckı;6;Orság Stanislav Ing.;Orság;Stanislav;Ing.;;;;;37;ODS;ODS
Jihomoravskı;32;Otevøel Filip MUDr. Ph.D.;Otevøel;Filip;MUDr.;Ph.D.;;;;42;ODS;ODS
Královéhradeckı;5;Pajer Jan Bc.;Pajer;Jan;Bc.;;;;;33;ODS;ODS
Støedoèeskı;10;Pajkrtová Cecilie PaedDr.;Pajkrtová;Cecilie;PaedDr.;;;;;53;ODS;ODS
Støedoèeskı;31;Palek Ludìk;Palek;Ludìk;;;;;;36;ODS;ODS
Støedoèeskı;8;Pánek Michael Ing.;Pánek;Michael;Ing.;;;;;48;ODS;ODS
Plzeòskı;2;Pape Jiøí Ing.;Pape;Jiøí;Ing.;;;;;48;ODS;ODS
Støedoèeskı;24;Paták Petr Mgr. DiS.;Paták;Petr;Mgr.;DiS.;;;;28;ODS;ODS
Hl. m. Praha;36;Paulus Libor Mgr.;Paulus;Libor;Mgr.;;;;;42;ODS;ODS
Hl. m. Praha;24;Pavlíèková Kateøina MUDr.;Pavlíèková;Kateøina;MUDr.;;;;;61;ODS;ODS
Støedoèeskı;25;Pavlík Pavel Ing.;Pavlík;Pavel;Ing.;;;;;43;ODS;ODS
Olomouckı;16;Pazdera Marek Ing.;Pazdera;Marek;Ing.;;;;;42;ODS;ODS
Plzeòskı;13;Perlík Jaroslav;Perlík;Jaroslav;;;;;;68;ODS;ODS
Hl. m. Praha;28;Perlín Radim RNDr. Ph.D.;Perlín;Radim;RNDr.;Ph.D.;;;;51;ODS;ODS
Ústeckı;25;Pernekr Tomáš;Pernekr;Tomáš;;;;;;40;ODS;ODS
Moravskoslezskı;30;Peøina Tomáš Ing.;Peøina;Tomáš;Ing.;;;;;43;ODS;ODS
Královéhradeckı;16;Petøík Tomáš Bc.;Petøík;Tomáš;Bc.;;;;;23;ODS;ODS
Zlínskı;8;Pijáèek Jan;Pijáèek;Jan;;;;;;55;ODS;ODS
Libereckı;3;Ploc Tomáš;Ploc;Tomáš;;;;;;47;ODS;ODS
Plzeòskı;12;Poduška Jan;Poduška;Jan;;;;;;64;ODS;ODS
Libereckı;12;Podzimek Václav Ing.;Podzimek;Václav;Ing.;;;;;43;ODS;ODS
Hl. m. Praha;12;Polák Ferdinand MUDr. Ph.D.;Polák;Ferdinand;MUDr.;Ph.D.;;;;41;ODS;ODS
Moravskoslezskı;32;Popoviè Michal;Popoviè;Michal;;;;;;34;ODS;ODS
Plzeòskı;1;Pospíšil Jiøí JUDr.;Pospíšil;Jiøí;JUDr.;;;;;37;ODS;ODS
Olomouckı;19;Pospíšil Petr Ing.;Pospíšil;Petr;Ing.;;;;;40;ODS;ODS
Moravskoslezskı;10;Poštová Eva Ing. CSc.;Poštová;Eva;Ing.;CSc.;;;;64;ODS;ODS
Libereckı;14;Poudera Vladimír;Poudera;Vladimír;;;;;;40;ODS;ODS
Plzeòskı;20;Praskı Jiøí;Praskı;Jiøí;;;;;;64;ODS;ODS
Karlovarskı;8;Provazník Tomáš Mgr.;Provazník;Tomáš;Mgr.;;;;;33;ODS;ODS
Moravskoslezskı;13;Prusek Michal;Prusek;Michal;;;;;;36;ODS;ODS
Jihoèeskı;10;Pøívozník Ladislav MUDr.;Pøívozník;Ladislav;MUDr.;;;;;61;ODS;ODS
Vysoèina;16;Ptáèek Jaroslav PaedDr.;Ptáèek;Jaroslav;PaedDr.;;;;;53;ODS;ODS
Královéhradeckı;2;Puš Martin Ing.;Puš;Martin;Ing.;;;;;50;ODS;ODS
Libereckı;5;Ramzer Dan Ing.;Ramzer;Dan;Ing.;;;;;44;ODS;ODS
Hl. m. Praha;23;Recman Jan Mgr.;Recman;Jan;Mgr.;;;;;32;ODS;ODS
Plzeòskı;9;Rubáková Vìra Ing. et Ing. Bc.;Rubáková;Vìra;Ing.;Ing.;Bc.;;;52;ODS;ODS
Olomouckı;7;Rudolfová Pavla Mgr.;Rudolfová;Pavla;Mgr.;;;;;41;ODS;ODS
Ústeckı;14;Rulíšková Zdeòka Ing.;Rulíšková;Zdeòka;Ing.;;;;;63;ODS;ODS
Jihomoravskı;14;Øièicová Andrea;Øièicová;Andrea;;;;;;37;ODS;ODS
Plzeòskı;11;Øíha Hynek Mgr.;Øíha;Hynek;Mgr.;;;;;43;ODS;ODS
Jihomoravskı;13;Sadílek Libor;Sadílek;Libor;;;;;;44;ODS;ODS
Libereckı;8;Sadílek Petr Mgr.;Sadílek;Petr;Mgr.;;;;;52;ODS;ODS
Moravskoslezskı;31;Sattková Tereza;Sattková;Tereza;;;;;;33;ODS;ODS
Karlovarskı;12;Sedláèek Ladislav Mgr.;Sedláèek;Ladislav;Mgr.;;;;;42;ODS;ODS
Plzeòskı;6;Sefzig Ludìk MUDr.;Sefzig;Ludìk;MUDr.;;;;;56;ODS;ODS
Pardubickı;18;Sejkora Miloslav Ing.;Sejkora;Miloslav;Ing.;;;;;49;ODS;ODS
Hl. m. Praha;27;Scholz Petr;Scholz;Petr;;;;;;24;ODS;ODS
Karlovarskı;7;Schwarzová Dana;Schwarzová;Dana;;;;;;54;ODS;ODS
Zlínskı;15;Sklenská Jiøina Bc.;Sklenská;Jiøina;Bc.;;;;;57;ODS;ODS
Støedoèeskı;6;Skopeèek Jan Ing. et Ing.;Skopeèek;Jan;Ing.;Ing.;;;;33;ODS;ODS
Ústeckı;24;Smetana Jiøí;Smetana;Jiøí;;;;;;51;ODS;ODS
Støedoèeskı;12;Smetana Martin;Smetana;Martin;;;;;;41;ODS;ODS
Moravskoslezskı;29;Snìhota Michal Bc.;Snìhota;Michal;Bc.;;;;;24;ODS;ODS
Olomouckı;3;Sokol Petr PhDr.;Sokol;Petr;PhDr.;;;;;39;ODS;ODS
Jihoèeskı;14;Souhrada Pavel;Souhrada;Pavel;;;;;;53;ODS;ODS
Královéhradeckı;1;Stanìk Pavel JUDr.;Stanìk;Pavel;JUDr.;;;;;40;ODS;ODS
Jihoèeskı;7;Stanìk Radim Bc.;Stanìk;Radim;Bc.;;;;;40;ODS;ODS
Moravskoslezskı;1;Stanjura Zbynìk Ing.;Stanjura;Zbynìk;Ing.;;;;;49;ODS;ODS
Moravskoslezskı;34;Staòo Marián MUDr.;Staòo;Marián;MUDr.;;;;;59;ODS;ODS
Ústeckı;20;Stehlík Anton;Stehlík;Anton;;;;;;38;ODS;ODS
Jihomoravskı;16;Stejskal Vladimír;Stejskal;Vladimír;;;;;;55;ODS;ODS
Pardubickı;19;Stránská Alena Mgr.;Stránská;Alena;Mgr.;;;;;48;ODS;ODS
Moravskoslezskı;21;Stromská Daniela;Stromská;Daniela;;;;;;46;ODS;ODS
Ústeckı;8;Sucharda Jiøí;Sucharda;Jiøí;;;;;;49;ODS;ODS
Moravskoslezskı;36;Sventek David Ing. MBA;Sventek;David;Ing.;MBA;;;;38;ODS;ODS
Jihoèeskı;21;Sviták Martin;Sviták;Martin;;;;;;48;ODS;ODS
Hl. m. Praha;2;Svoboda Bohuslav Doc. MUDr. CSc.;Svoboda;Bohuslav;doc.;MUDr.;CSc.;;;69;ODS;ODS
Karlovarskı;3;Svoboda Jan MUDr.;Svoboda;Jan;MUDr.;;;;;56;ODS;ODS
Jihomoravskı;5;Svoboda Kvìtoslav;Svoboda;Kvìtoslav;;;;;;31;ODS;ODS
Moravskoslezskı;2;Svozil Miroslav Ing.;Svozil;Miroslav;Ing.;;;;;56;ODS;ODS
Støedoèeskı;27;Šebek Karel;Šebek;Karel;;;;;;62;ODS;ODS
Jihomoravskı;20;Šik Even;Šik;Even;;;;;;46;ODS;ODS
Jihomoravskı;17;Šimeèek Petr Ing. Ph.D., MBA;Šimeèek;Petr;Ing.;Ph.D.;MBA;;;36;ODS;ODS
Jihomoravskı;29;Šimeèková Jana;Šimeèková;Jana;;;;;;53;ODS;ODS
Støedoèeskı;33;Šimonek Jaromír Ing.;Šimonek;Jaromír;Ing.;;;;;68;ODS;ODS
Zlínskı;5;Šimùnková Blanka Ing.;Šimùnková;Blanka;Ing.;;;;;47;ODS;ODS
Karlovarskı;13;Šindeláø Petr Mgr. LL.M.;Šindeláø;Petr;Mgr.;LL.M.;;;;40;ODS;ODS
Zlínskı;6;Šindláø Miroslav MUDr.;Šindláø;Miroslav;MUDr.;;;;;57;ODS;ODS
Libereckı;7;Šlechta Vít MUDr.;Šlechta;Vít;MUDr.;;;;;49;ODS;ODS
Vysoèina;19;Šmíd Milan Mgr.;Šmíd;Milan;Mgr.;;;;;61;ODS;ODS
Plzeòskı;7;Šneberger Jiøí Ing.;Šneberger;Jiøí;Ing.;;;;;53;ODS;ODS
Moravskoslezskı;22;Štìpánek Martin Ing. Ph.D.;Štìpánek;Martin;Ing.;Ph.D.;;;;38;ODS;ODS
Støedoèeskı;14;Štíbrová Eva MUDr.;Štíbrová;Eva;MUDr.;;;;;59;ODS;ODS
Karlovarskı;9;Štiková Ingeborg;Štiková;Ingeborg;;;;;;57;ODS;ODS
Moravskoslezskı;20;Šustalová Xenie Mgr.;Šustalová;Xenie;Mgr.;;;;;39;ODS;ODS
Jihomoravskı;34;Švábenskı Miloslav;Švábenskı;Miloslav;;;;;;35;ODS;ODS
Hl. m. Praha;18;Švarc František;Švarc;František;;;;;;60;ODS;ODS
Pardubickı;14;Švarcová Stanislava Mgr.;Švarcová;Stanislava;Mgr.;;;;;47;ODS;ODS
Vysoèina;6;Tecl Jan Mgr.;Tecl;Jan;Mgr.;;;;;50;ODS;ODS
Zlínskı;2;Teplı Michal;Teplı;Michal;;;;;;35;ODS;ODS
Vysoèina;15;Trnka Zdenìk Ing.;Trnka;Zdenìk;Ing.;;;;;42;ODS;ODS
Jihoèeskı;16;Troup Josef Ing.;Troup;Josef;Ing.;;;;;49;ODS;ODS
Ústeckı;19;Tuháèková Martina;Tuháèková;Martina;;;;;;38;ODS;ODS
Olomouckı;4;ulpík Josef Ing.;ulpík;Josef;Ing.;;;;;55;ODS;ODS
Ústeckı;9;Tvrdík Jan Mgr.;Tvrdík;Jan;Mgr.;;;;;56;ODS;ODS
Moravskoslezskı;9;Tıle Ivan Mgr.;Tıle;Ivan;Mgr.;;;;;54;ODS;ODS
Pardubickı;12;Vaculíková Marie;Vaculíková;Marie;;;;;;54;ODS;ODS
Pardubickı;5;Valtr Ladislav Ing. MBA;Valtr;Ladislav;Ing.;MBA;;;;43;ODS;ODS
Jihoèeskı;17;Váòa Jan PaedDr.;Váòa;Jan;PaedDr.;;;;;57;ODS;ODS
Moravskoslezskı;24;Vanìk Jaroslav;Vanìk;Jaroslav;;;;;;53;ODS;ODS
Støedoèeskı;23;Vanìk Tomáš RNDr. Mgr. CSc.;Vanìk;Tomáš;RNDr.;Mgr.;CSc.;;;62;ODS;ODS
Moravskoslezskı;25;Vaòková Valentina Ing.;Vaòková;Valentina;Ing.;;;;;53;ODS;ODS
Ústeckı;13;Vepøek David Ing.;Vepøek;David;Ing.;;;;;37;ODS;ODS
Moravskoslezskı;35;Vepøek Roman;Vepøek;Roman;;;;;;39;ODS;ODS
Karlovarskı;2;Vildumetzová Jana Mgr.;Vildumetzová;Jana;Mgr.;;;;;40;ODS;ODS
Plzeòskı;3;Vilímec Vladislav Ing.;Vilímec;Vladislav;Ing.;;;;;50;ODS;ODS
Hl. m. Praha;29;Vítkovská Lucie Bc. Dis.;Vítkovská;Lucie;Bc.;DiS.;;;;28;ODS;ODS
Královéhradeckı;8;Vlasák Miroslav;Vlasák;Miroslav;;;;;;53;ODS;ODS
Hl. m. Praha;8;Vlèek Daniel Ing.;Vlèek;Daniel;Ing.;;;;;31;ODS;ODS
Olomouckı;13;Vogel Jiøí Bc.;Vogel;Jiøí;Bc.;;;;;49;ODS;ODS
Libereckı;10;Vojáèek Vladimír Ing.;Vojáèek;Vladimír;Ing.;;;;;48;ODS;ODS
Ústeckı;4;Volák Daniel JUDr.;Volák;Daniel;JUDr.;;;;;48;ODS;ODS
Ústeckı;2;Voltr Michal Mgr.;Voltr;Michal;Mgr.;;;;;39;ODS;ODS
Støedoèeskı;34;Vrana Jiøí Ing.;Vrana;Jiøí;Ing.;;;;;51;ODS;ODS
Jihomoravskı;33;Vrbka Marek Ing.;Vrbka;Marek;Ing.;;;;;52;ODS;ODS
Olomouckı;12;Vrtìl Ludìk Mgr.;Vrtìl;Ludìk;Mgr.;;;;;28;ODS;ODS
Vysoèina;2;Vymazal Jaroslav Ing.;Vymazal;Jaroslav;Ing.;;;;;58;ODS;ODS
Jihomoravskı;4;Vımolová Marta JUDr.;Vımolová;Marta;JUDr.;;;;;51;ODS;ODS
Støedoèeskı;29;Vynikal Josef;Vynikal;Josef;;;;;;66;ODS;ODS
Libereckı;17;Weberová Ivana JUDr.;Weberová;Ivana;JUDr.;;;;;36;ODS;ODS
Moravskoslezskı;3;Wenigerová Jaroslava PhDr.;Wenigerová;Jaroslava;PhDr.;;;;;67;ODS;ODS
Pardubickı;8;Wiesenbergová Helena Mgr.;Wiesenbergová;Helena;Mgr.;;;;;51;ODS;ODS
Královéhradeckı;19;Winter Jaroslav Ing.;Winter;Jaroslav;Ing.;;;;;54;ODS;ODS
Plzeòskı;19;Wolf Pavel;Wolf;Pavel;;;;;;48;ODS;ODS
Jihoèeskı;11;Zahradník Jan RNDr.;Zahradník;Jan;RNDr.;;;;;64;ODS;ODS
Olomouckı;2;Zácha Michal;Zácha;Michal;;;;;;35;ODS;ODS
Moravskoslezskı;28;Zachar Vojtìch Mgr. et Mgr.;Zachar;Vojtìch;Mgr.;Mgr.;;;;29;ODS;ODS
Královéhradeckı;11;Záleskı Vladimír MUDr.;Záleskı;Vladimír;MUDr.;;;;;32;ODS;ODS
Olomouckı;8;Zapletal Marek Ing.;Zapletal;Marek;Ing.;;;;;49;ODS;ODS
Jihoèeskı;15;Zedník Jan Ing. MBA;Zedník;Jan;Ing.;MBA;;;;26;ODS;ODS
Moravskoslezskı;17;Zelek Pavel Ing.;Zelek;Pavel;Ing.;;;;;54;ODS;ODS
Plzeòskı;10;Zettlová Veronika Mgr. Bc.;Zettlová;Veronika;Mgr.;Bc.;;;;31;ODS;ODS
Støedoèeskı;32;Zusková Kateøina;Zusková;Kateøina;;;;;;53;ODS;ODS
Jihoèeskı;3;Zvìøina Jaroslav doc. MUDr. CSc.;Zvìøina;Jaroslav;doc.;MUDr.;CSc.;;;70;ODS;ODS
Moravskoslezskı;19;ák Jiøí;ák;Jiøí;;;;;;54;ODS;ODS
Olomouckı;5;molík Lubomír Ing.;molík;Lubomír;Ing.;;;;;52;ODS;ODS
Støedoèeskı;2;Balog Dezidér;Balog;Dezidér;;;;;;49;RDS;RDS
Libereckı;1;Cina Milan;Cina;Milan;;;;;;36;RDS;RDS
Støedoèeskı;1;Horvát Emil;Horvát;Emil;;;;;;53;RDS;RDS
Libereckı;2;Kotlár Patrik;Kotlár;Patrik;;;;;;25;RDS;RDS
Libereckı;3;Netušil Jiøí;Netušil;Jiøí;;;;;;56;RDS;RDS
Pardubickı;12;Bíro Barnabáš;Bíro;Barnabáš;;;;;;67;KAN;KAN
Pardubickı;11;Dobeš Josef Ing.;Dobeš;Josef;Ing.;;;;;68;KAN;KAN
Pardubickı;13;Domlátil Jiøí Ing.;Domlátil;Jiøí;Ing.;;;;;68;KAN;KAN
Pardubickı;4;Dufek Marek JUDr. Ing.;Dufek;Marek;JUDr.;Ing.;;;;40;KAN;BEZPP
Pardubickı;3;Huèín Vladimír;Huèín;Vladimír;;;;;;61;KAN;KAN
Pardubickı;8;Kaválek Vratislav;Kaválek;Vratislav;;;;;;53;KAN;KAN
Pardubickı;15;Koláø Jaromír Ing.;Koláø;Jaromír;Ing.;;;;;42;KAN;KAN
Pardubickı;5;Koláø Josef Ing.;Koláø;Josef;Ing.;;;;;71;KAN;KAN
Pardubickı;10;Køí Vladimír PhDr.;Køí;Vladimír;PhDr.;;;;;62;KAN;BEZPP
Pardubickı;7;Matìjka Miroslav Ing.;Matìjka;Miroslav;Ing.;;;;;46;KAN;KAN
Pardubickı;9;Protiva Karel MUDr.;Protiva;Karel;MUDr.;;;;;61;KAN;KAN
Pardubickı;18;Pøeslièka František;Pøeslièka;František;;;;;;79;KAN;BEZPP
Pardubickı;1;Pøibylová Jolana Bc.;Pøibylová;Jolana;Bc.;;;;;36;KAN;BEZPP
Pardubickı;14;Rynt Pavel Mgr.;Rynt;Pavel;Mgr.;;;;;70;KAN;KAN
Pardubickı;17;Slabyhoudek Stanislav;Slabyhoudek;Stanislav;;;;;;67;KAN;KAN
Pardubickı;16;Svoboda Miloslav Ing.;Svoboda;Miloslav;Ing.;;;;;74;KAN;KAN
Pardubickı;2;Špièanová Eva MUDr.;Špièanová;Eva;MUDr.;;;;;52;KAN;BEZPP
Pardubickı;6;Tausch Milan Ing.;Tausch;Milan;Ing.;;;;;46;KAN;BEZPP
Pardubickı;19;Vlášek Josef;Vlášek;Josef;;;;;;79;KAN;KAN
Libereckı;4;Ackermannová Lenka;Ackermannová;Lenka;;;;;;37;Zmìna;BEZPP
Ústeckı;3;Baèová Miloslava Mgr.;Baèová;Miloslava;Mgr.;;;;;59;Zmìna;BEZPP
Plzeòskı;7;Baierl Petr Mgr.;Baierl;Petr;Mgr.;;;;;42;Zmìna;BEZPP
Støedoèeskı;20;Barešová Iva;Barešová;Iva;;;;;;51;Zmìna;BEZPP
